FIPS,total_pop,prop_vaccine_intent,prop_vaccine_intent_lower,prop_vaccine_intent_upper
18017,37727.0,0.23,0.21,0.24
18019,117410.0,0.27,0.26,0.28
18021,26231.0,0.21,0.19,0.23
18023,32186.0,0.23,0.21,0.26
18025,10582.0,0.21,0.16,0.27
18027,33277.0,0.22,0.2,0.24
18029,49612.0,0.27,0.26,0.29
18031,26587.0,0.24,0.21,0.26
18033,43193.0,0.26,0.24,0.27
18035,114461.0,0.23,0.22,0.24
18037,42534.0,0.26,0.24,0.28
18039,205184.0,0.23,0.22,0.24
18041,23068.0,0.23,0.2,0.25
18043,77879.0,0.28,0.27,0.29
18045,16456.0,0.22,0.19,0.25
18047,22750.0,0.21,0.17,0.25
18049,20069.0,0.25,0.22,0.27
18051,33711.0,0.23,0.21,0.26
18053,66055.0,0.21,0.2,0.23
18055,32174.0,0.25,0.22,0.27
18057,330455.0,0.32,0.31,0.33
18059,76614.0,0.27,0.26,0.28
18061,40164.0,0.27,0.25,0.29
18063,166806.0,0.27,0.26,0.27
18065,48158.0,0.23,0.21,0.25
18067,82486.0,0.23,0.22,0.25
18069,36351.0,0.24,0.22,0.26
18071,44077.0,0.24,0.22,0.25
18073,33433.0,0.23,0.21,0.25
18075,20697.0,0.22,0.19,0.26
18077,32167.0,0.25,0.23,0.27
18079,27639.0,0.25,0.23,0.28
18081,156148.0,0.28,0.27,0.29
18083,36833.0,0.22,0.2,0.24
18085,79156.0,0.23,0.22,0.25
18087,39537.0,0.23,0.2,0.26
18089,485983.0,0.26,0.26,0.27
18091,110026.0,0.27,0.26,0.28
18093,45552.0,0.23,0.21,0.25
18095,129486.0,0.24,0.23,0.25
18097,957337.0,0.27,0.27,0.28
18099,46336.0,0.23,0.22,0.25
18101,10169.0,0.25,0.21,0.3
18103,35684.0,0.21,0.18,0.23
18105,147318.0,0.31,0.3,0.32
18107,38295.0,0.21,0.2,0.23
18109,70141.0,0.28,0.26,0.29
18111,13981.0,0.26,0.22,0.31
18113,47640.0,0.23,0.21,0.24
18115,5890.0,0.24,0.17,0.31
18117,19552.0,0.25,0.22,0.27
18119,20854.0,0.28,0.25,0.31
18121,16912.0,0.25,0.21,0.29
18123,19091.0,0.25,0.22,0.28
18125,12364.0,0.26,0.21,0.32
18127,169482.0,0.29,0.28,0.3
18129,25480.0,0.26,0.24,0.29
18131,12482.0,0.22,0.18,0.25
18133,37419.0,0.25,0.23,0.27
18135,24694.0,0.22,0.19,0.25
18137,28457.0,0.25,0.22,0.27
18139,16632.0,0.23,0.19,0.27
18141,270881.0,0.28,0.27,0.29
18143,23785.0,0.21,0.19,0.23
18145,44559.0,0.23,0.21,0.24
18147,20364.0,0.24,0.21,0.28
18149,22996.0,0.21,0.18,0.23
18151,34591.0,0.26,0.24,0.28
18153,20647.0,0.24,0.2,0.28
18155,10727.0,0.23,0.15,0.31
18157,193302.0,0.28,0.27,0.28
18159,15154.0,0.28,0.24,0.32
18161,7140.0,0.23,0.17,0.29
18163,181548.0,0.26,0.25,0.27
18165,15485.0,0.23,0.19,0.26
18167,107305.0,0.23,0.22,0.24
18169,31198.0,0.25,0.23,0.27
18171,8219.0,0.18,0.11,0.25
18173,62608.0,0.26,0.24,0.28
18175,27942.0,0.25,0.22,0.28
18177,66176.0,0.22,0.21,0.24
18179,28010.0,0.23,0.2,0.25
18181,24163.0,0.25,0.23,0.28
18183,33899.0,0.23,0.21,0.24
19001,7048.0,0.22,0.17,0.28
19003,3633.0,0.24,0.17,0.31
19005,13761.0,0.23,0.2,0.26
19007,12462.0,0.21,0.18,0.24
19009,5528.0,0.21,0.16,0.27
19011,25558.0,0.26,0.24,0.28
19013,131813.0,0.3,0.29,0.31
19015,26381.0,0.28,0.25,0.3
19017,25032.0,0.27,0.25,0.29
19019,21141.0,0.24,0.21,0.27
19021,19950.0,0.2,0.18,0.23
19023,14508.0,0.27,0.23,0.31
19025,9656.0,0.2,0.15,0.24
19027,20150.0,0.28,0.26,0.31
19029,12990.0,0.21,0.18,0.24
19031,18475.0,0.28,0.26,0.31
19033,42672.0,0.27,0.26,0.29
19035,11281.0,0.27,0.23,0.3
19037,11970.0,0.33,0.29,0.37
19039,9383.0,0.25,0.22,0.29
19041,16138.0,0.31,0.28,0.34
19043,17527.0,0.24,0.21,0.27
19045,46734.0,0.3,0.29,0.32
19047,16998.0,0.17,0.14,0.2
19049,90418.0,0.35,0.34,0.36
19051,8977.0,0.19,0.15,0.22
19053,7908.0,0.2,0.16,0.24
19055,17107.0,0.24,0.21,0.27
19057,39227.0,0.26,0.25,0.28
19059,17260.0,0.25,0.23,0.28
19061,97193.0,0.29,0.28,0.31
19063,9322.0,0.19,0.16,0.22
19065,19604.0,0.23,0.19,0.27
19067,15713.0,0.27,0.24,0.29
19069,10091.0,0.22,0.17,0.26
19071,6895.0,0.2,0.15,0.26
19073,8923.0,0.24,0.21,0.28
19075,12262.0,0.23,0.2,0.27
19077,10702.0,0.24,0.21,0.28
19079,14905.0,0.27,0.24,0.31
19081,10709.0,0.19,0.15,0.22
19083,16924.0,0.23,0.2,0.26
19085,14043.0,0.24,0.2,0.27
19087,19889.0,0.27,0.25,0.3
19089,9201.0,0.25,0.21,0.29
19091,9518.0,0.25,0.21,0.28
19093,6862.0,0.31,0.26,0.37
19095,16155.0,0.3,0.27,0.33
19097,19348.0,0.26,0.23,0.28
19099,37032.0,0.25,0.23,0.27
19101,18153.0,0.24,0.21,0.26
19103,150819.0,0.34,0.34,0.35
19105,20575.0,0.27,0.24,0.29
19107,10163.0,0.19,0.16,0.23
19109,14864.0,0.19,0.16,0.22
19111,33946.0,0.26,0.24,0.28
19113,225601.0,0.33,0.33,0.34
19115,11125.0,0.22,0.18,0.26
19117,8556.0,0.24,0.2,0.28
19119,11800.0,0.15,0.12,0.17
19121,16148.0,0.32,0.29,0.36
19123,22351.0,0.23,0.2,0.25
19125,33193.0,0.27,0.25,0.29
19127,39804.0,0.29,0.27,0.31
19129,15023.0,0.27,0.23,0.32
19131,10588.0,0.23,0.2,0.27
19133,8675.0,0.18,0.13,0.23
19135,7761.0,0.2,0.17,0.23
19137,10016.0,0.23,0.2,0.26
19139,42703.0,0.31,0.29,0.33
19141,13796.0,0.2,0.16,0.24
19143,6016.0,0.15,0.1,0.2
19145,15205.0,0.23,0.21,0.26
19147,8941.0,0.23,0.2,0.27
19149,25141.0,0.23,0.21,0.25
19151,6725.0,0.26,0.21,0.32
19153,485418.0,0.33,0.33,0.34
19155,93478.0,0.32,0.31,0.33
19157,18391.0,0.26,0.24,0.28
19159,4922.0,0.21,0.11,0.31
19161,9711.0,0.19,0.15,0.22
19163,172938.0,0.32,0.31,0.33
19165,11544.0,0.21,0.18,0.23
19167,34900.0,0.18,0.17,0.2
19169,97355.0,0.32,0.3,0.33
19171,16962.0,0.21,0.18,0.25
19173,6160.0,0.23,0.16,0.29
19175,12303.0,0.26,0.22,0.3
19177,7104.0,0.21,0.17,0.26
19179,35102.0,0.24,0.22,0.26
19181,50867.0,0.31,0.29,0.33
19183,22100.0,0.29,0.26,0.31
19185,6426.0,0.21,0.15,0.26
19187,36348.0,0.25,0.23,0.26
19189,10474.0,0.27,0.24,0.3
19191,20090.0,0.26,0.23,0.29
19193,102687.0,0.25,0.24,0.26
19195,7422.0,0.25,0.19,0.3
19197,12644.0,0.22,0.19,0.25
20001,12503.0,0.19,0.17,0.22
20003,7877.0,0.14,0.1,0.19
20005,16210.0,0.23,0.21,0.26
20007,4493.0,0.14,0.09,0.19
20009,26209.0,0.15,0.13,0.17
20011,14539.0,0.23,0.2,0.25
20013,9575.0,0.18,0.15,0.21
20015,66890.0,0.24,0.23,0.26
20017,2604.0,0.11,0.03,0.19
20019,3280.0,0.13,0.06,0.21
20021,20017.0,0.21,0.18,0.25
20023,2639.0,0.09,0.04,0.14
20025,2006.0,0.13,0.07,0.19
20027,8030.0,0.21,0.17,0.25
20029,8831.0,0.19,0.16,0.23
20031,8218.0,0.2,0.16,0.23
20033,1759.0,0.13,0.04,0.21
20035,35090.0,0.18,0.16,0.19
20037,38874.0,0.19,0.18,0.21
20039,2826.0,0.15,0.08,0.22
20041,18614.0,0.2,0.17,0.22
20043,7616.0,0.13,0.09,0.17
20045,121304.0,0.29,0.28,0.3
20047,2822.0,0.18,0.08,0.28
20049,2502.0,0.12,0.06,0.18
20051,28747.0,0.17,0.16,0.19
20053,6176.0,0.14,0.1,0.18
20055,36451.0,0.13,0.12,0.15
20057,33718.0,0.16,0.14,0.17
20059,25643.0,0.21,0.19,0.23
20061,33309.0,0.16,0.14,0.18
20063,2650.0,,,
20065,2464.0,0.1,0.04,0.17
20067,7324.0,0.15,0.12,0.18
20069,6020.0,0.15,0.11,0.19
20071,1156.0,0.14,0.09,0.19
20073,6010.0,0.15,0.1,0.2
20075,2552.0,0.11,0.06,0.16
20077,5506.0,0.12,0.08,0.16
20079,34434.0,0.19,0.17,0.21
20081,3990.0,0.17,0.12,0.23
20083,1872.0,0.09,0.02,0.16
20085,13249.0,0.27,0.24,0.31
20087,18974.0,0.21,0.18,0.24
20089,2854.0,0.1,0.06,0.15
20091,597574.0,0.35,0.34,0.35
20093,3863.0,0.1,0.04,0.15
20095,7173.0,0.14,0.08,0.19
20097,2483.0,0.1,0.05,0.14
20099,19938.0,0.14,0.12,0.16
20101,1523.0,0.06,0.0,0.11
20103,81499.0,0.25,0.24,0.27
20105,3013.0,0.19,0.12,0.27
20107,9687.0,0.2,0.15,0.24
20109,2789.0,0.11,0.08,0.15
20111,33237.0,0.2,0.18,0.22
20113,28557.0,0.2,0.18,0.21
20115,11865.0,0.18,0.15,0.21
20117,9713.0,0.16,0.13,0.19
20119,4120.0,0.08,0.02,0.14
20121,33740.0,0.22,0.21,0.24
20123,6053.0,0.14,0.11,0.17
20125,32114.0,0.16,0.14,0.17
20127,5551.0,0.18,0.15,0.21
20129,2656.0,0.1,0.05,0.14
20131,10109.0,0.14,0.11,0.17
20133,16008.0,0.17,0.14,0.19
20135,2838.0,0.1,0.04,0.16
20137,5416.0,0.14,0.1,0.19
20139,15855.0,0.23,0.2,0.26
20141,3494.0,0.13,0.09,0.17
20143,5776.0,0.13,0.09,0.17
20145,6539.0,0.15,0.09,0.2
20147,5297.0,0.14,0.11,0.18
20149,24203.0,0.2,0.18,0.23
20151,9324.0,0.18,0.15,0.21
20153,2490.0,0.12,0.05,0.19
20155,62421.0,0.2,0.18,0.21
20157,4607.0,0.13,0.08,0.17
20159,9532.0,0.15,0.11,0.19
20161,74059.0,0.21,0.2,0.22
20163,4985.0,0.11,0.07,0.15
20165,2953.0,0.24,0.17,0.31
20167,6896.0,0.17,0.13,0.21
20169,54384.0,0.22,0.21,0.23
20171,4893.0,0.14,0.1,0.18
20173,515416.0,0.27,0.27,0.28
20175,21902.0,0.18,0.15,0.21
20177,177293.0,0.26,0.25,0.27
20179,2515.0,0.21,0.11,0.31
20181,5904.0,0.09,0.06,0.12
20183,3594.0,0.15,0.11,0.2
20185,4125.0,0.09,0.04,0.14
20187,2030.0,0.13,0.06,0.2
20189,5498.0,0.1,0.06,0.15
20191,22928.0,0.25,0.22,0.27
20193,7748.0,0.15,0.12,0.17
20195,2802.0,0.12,0.04,0.2
20197,6877.0,0.15,0.09,0.21
20199,1583.0,0.16,0.11,0.21
20201,5474.0,0.17,0.12,0.22
20203,2112.0,0.18,0.11,0.25
20205,8600.0,0.17,0.14,0.21
20207,3117.0,0.17,0.09,0.25
20209,165447.0,0.24,0.23,0.25
21001,19366.0,0.2,0.17,0.22
21003,21065.0,0.23,0.21,0.26
21005,22580.0,0.33,0.31,0.36
21007,7914.0,0.24,0.21,0.27
21009,44026.0,0.23,0.22,0.25
21011,12421.0,0.21,0.17,0.24
21013,26426.0,0.19,0.16,0.21
21015,132368.0,0.33,0.32,0.34
21017,19998.0,0.28,0.26,0.31
21019,47361.0,0.21,0.19,0.22
21021,30090.0,0.33,0.31,0.35
21023,8308.0,0.27,0.22,0.32
21025,12802.0,0.25,0.21,0.29
21027,20283.0,0.24,0.21,0.28
21029,80921.0,0.31,0.3,0.33
21031,12756.0,0.33,0.27,0.38
21033,12679.0,0.23,0.19,0.26
21035,38991.0,0.26,0.24,0.28
21037,93608.0,0.37,0.35,0.38
21039,4738.0,0.22,0.14,0.3
21041,10691.0,0.24,0.21,0.28
21043,26976.0,0.22,0.19,0.24
21045,15968.0,0.25,0.19,0.31
21047,71470.0,0.22,0.2,0.23
21049,36152.0,0.31,0.29,0.33
21051,20110.0,0.2,0.17,0.22
21053,10175.0,0.21,0.16,0.26
21055,8940.0,0.24,0.18,0.3
21057,6660.0,0.19,0.15,0.23
21059,101001.0,0.26,0.25,0.27
21061,12195.0,0.27,0.22,0.32
21063,7461.0,0.18,0.11,0.25
21065,14187.0,0.25,0.22,0.28
21067,322200.0,0.34,0.34,0.35
21069,14519.0,0.22,0.19,0.25
21071,35931.0,0.22,0.2,0.25
21073,50744.0,0.38,0.37,0.39
21075,6064.0,0.17,0.13,0.21
21077,8760.0,0.17,0.12,0.22
21079,17554.0,0.2,0.17,0.23
21081,25107.0,0.26,0.23,0.29
21083,37125.0,0.23,0.21,0.25
21085,26313.0,0.24,0.21,0.27
21087,11000.0,0.24,0.21,0.28
21089,35359.0,0.22,0.19,0.24
21091,8748.0,0.24,0.19,0.29
21093,109627.0,0.26,0.25,0.27
21095,26307.0,0.22,0.19,0.25
21097,18763.0,0.24,0.22,0.27
21099,18833.0,0.21,0.19,0.24
21101,45550.0,0.27,0.25,0.28
21103,15999.0,0.27,0.21,0.33
21105,4461.0,0.1,0.05,0.15
21107,45044.0,0.23,0.21,0.24
21109,13368.0,0.19,0.16,0.22
21111,768419.0,0.33,0.33,0.34
21113,53476.0,0.3,0.28,0.31
21115,22427.0,0.21,0.18,0.23
21117,166552.0,0.34,0.33,0.35
21119,15041.0,0.2,0.16,0.23
21121,31288.0,0.21,0.18,0.24
21123,14269.0,0.26,0.23,0.29
21125,60631.0,0.23,0.21,0.24
21127,15604.0,0.19,0.16,0.22
21129,7088.0,0.24,0.19,0.29
21131,10081.0,0.23,0.19,0.27
21133,21936.0,0.19,0.16,0.22
21135,13345.0,0.14,0.09,0.19
21137,24493.0,0.27,0.24,0.3
21139,9172.0,0.2,0.16,0.25
21141,27049.0,0.24,0.22,0.26
21143,8226.0,0.18,0.14,0.21
21145,65485.0,0.25,0.24,0.26
21147,17333.0,0.18,0.15,0.21
21149,9202.0,0.25,0.2,0.3
21151,92090.0,0.3,0.29,0.31
21153,12346.0,0.22,0.19,0.26
21155,19257.0,0.32,0.29,0.35
21157,31225.0,0.27,0.25,0.29
21159,11421.0,0.19,0.15,0.23
21161,17122.0,0.28,0.25,0.31
21163,28379.0,0.28,0.27,0.3
21165,6463.0,0.24,0.19,0.29
21167,21690.0,0.3,0.27,0.32
21169,10062.0,0.23,0.19,0.27
21171,10616.0,0.25,0.2,0.29
21173,28042.0,0.24,0.21,0.26
21175,13270.0,0.18,0.15,0.2
21177,30815.0,0.22,0.2,0.24
21179,45915.0,0.34,0.33,0.36
21181,7189.0,0.29,0.22,0.36
21183,24081.0,0.19,0.16,0.22
21185,66508.0,0.36,0.35,0.37
21187,10847.0,0.23,0.2,0.27
21189,4416.0,0.14,0.1,0.18
21191,14587.0,0.23,0.2,0.27
21193,26266.0,0.22,0.2,0.25
21195,58595.0,0.18,0.17,0.2
21197,12283.0,0.27,0.23,0.31
21199,64789.0,0.24,0.23,0.26
21201,2139.0,0.2,0.11,0.29
21203,16795.0,0.22,0.18,0.26
21205,24534.0,0.25,0.22,0.27
21207,17846.0,0.22,0.2,0.25
21209,55961.0,0.28,0.27,0.3
21211,48100.0,0.31,0.29,0.33
21213,18319.0,0.22,0.2,0.25
21215,18945.0,0.3,0.27,0.33
21217,25572.0,0.25,0.23,0.26
21219,12334.0,0.21,0.16,0.26
21221,14569.0,0.23,0.2,0.26
21223,8528.0,0.23,0.17,0.29
21225,14582.0,0.29,0.25,0.32
21227,130836.0,0.26,0.25,0.27
21229,12044.0,0.39,0.34,0.44
21231,20447.0,0.26,0.23,0.29
21233,13021.0,0.22,0.18,0.27
21235,36252.0,0.21,0.2,0.23
21237,7188.0,0.25,0.19,0.31
21239,26486.0,0.35,0.33,0.37
22001,62371.0,0.18,0.16,0.19
22003,25572.0,0.16,0.13,0.18
22005,125061.0,0.22,0.21,0.23
22007,22236.0,0.18,0.14,0.22
22009,40465.0,0.18,0.16,0.2
22011,37387.0,0.18,0.16,0.2
22013,13391.0,0.14,0.1,0.17
22015,126952.0,0.21,0.2,0.22
22017,243243.0,0.21,0.2,0.22
22019,202858.0,0.19,0.18,0.2
22021,9959.0,0.14,0.09,0.19
22023,6963.0,0.17,0.15,0.19
22025,9586.0,0.16,0.09,0.23
22027,15854.0,0.16,0.12,0.2
22029,19533.0,0.24,0.2,0.27
22031,27395.0,0.22,0.19,0.25
22033,443158.0,0.24,0.24,0.25
22035,6947.0,0.15,0.08,0.21
22037,19228.0,0.26,0.22,0.3
22039,33491.0,0.18,0.16,0.2
22041,20109.0,0.11,0.09,0.14
22043,22339.0,0.23,0.19,0.27
22045,70763.0,0.22,0.2,0.23
22047,32626.0,0.2,0.18,0.23
22049,15822.0,0.21,0.17,0.25
22051,434903.0,0.25,0.25,0.26
22053,31425.0,0.18,0.16,0.2
22055,243692.0,0.22,0.21,0.23
22057,97980.0,0.18,0.17,0.19
22059,14950.0,0.17,0.13,0.21
22061,47118.0,0.17,0.16,0.19
22063,140524.0,0.2,0.19,0.21
22065,11137.0,0.18,0.14,0.21
22067,25189.0,0.16,0.14,0.18
22069,38505.0,0.2,0.18,0.22
22071,391249.0,0.24,0.23,0.24
22073,154679.0,0.2,0.19,0.21
22075,23305.0,0.24,0.22,0.26
22077,21883.0,0.19,0.17,0.22
22079,130376.0,0.2,0.19,0.21
22081,8462.0,0.13,0.08,0.17
22083,20251.0,0.14,0.11,0.17
22085,23915.0,0.22,0.18,0.26
22087,46694.0,0.23,0.21,0.25
22089,52856.0,0.25,0.24,0.27
22091,10227.0,0.07,0.04,0.1
22093,21142.0,0.23,0.2,0.25
22095,43055.0,0.19,0.17,0.2
22097,82786.0,0.16,0.15,0.18
22099,53607.0,0.2,0.18,0.22
22101,50020.0,0.18,0.17,0.19
22103,258447.0,0.24,0.23,0.25
22105,133753.0,0.19,0.18,0.2
22107,4435.0,0.24,0.13,0.36
22109,111297.0,0.18,0.17,0.19
22111,22270.0,0.18,0.15,0.21
22113,59787.0,0.16,0.14,0.17
22115,49315.0,0.18,0.17,0.2
22117,46325.0,0.17,0.15,0.19
22119,38813.0,0.19,0.17,0.21
22121,26395.0,0.23,0.21,0.25
22123,10934.0,0.12,0.07,0.17
22125,15441.0,0.18,0.15,0.21
22127,14165.0,0.12,0.09,0.16
23001,107958.0,0.38,0.37,0.39
23003,67431.0,0.27,0.26,0.29
23005,294520.0,0.39,0.39,0.4
23007,29933.0,0.36,0.34,0.38
23009,54832.0,0.35,0.33,0.36
23011,122158.0,0.37,0.36,0.38
23013,39809.0,0.37,0.35,0.38
23015,34415.0,0.34,0.32,0.36
23017,57741.0,0.35,0.33,0.37
23019,151696.0,0.34,0.33,0.35
23021,16864.0,0.31,0.29,0.34
23023,35720.0,0.36,0.34,0.38
23025,50573.0,0.37,0.35,0.38
23027,39723.0,0.32,0.3,0.34
23029,31378.0,0.35,0.32,0.38
23031,206074.0,0.38,0.37,0.38
24001,71002.0,0.26,0.25,0.27
24003,575421.0,0.36,0.36,0.37
24005,828193.0,0.35,0.34,0.35
24009,92094.0,0.3,0.29,0.31
24011,33260.0,0.26,0.23,0.28
24013,168233.0,0.37,0.36,0.38
24015,102889.0,0.3,0.29,0.32
24017,161448.0,0.29,0.28,0.29
24019,31994.0,0.24,0.22,0.26
24021,255955.0,0.35,0.35,0.36
24023,29155.0,0.24,0.22,0.25
24025,253736.0,0.37,0.37,0.38
24027,322407.0,0.39,0.38,0.39
24029,19456.0,0.29,0.26,0.31
24031,1047661.0,0.37,0.37,0.37
24033,910551.0,0.29,0.29,0.29
24035,50163.0,0.37,0.35,0.38
24037,113182.0,0.28,0.27,0.29
24039,25699.0,0.21,0.18,0.25
24041,37087.0,0.34,0.33,0.36
24043,150575.0,0.29,0.28,0.3
24045,103222.0,0.27,0.26,0.28
24047,51967.0,0.35,0.33,0.36
24510,602274.0,0.31,0.31,0.32
25001,213505.0,0.48,0.47,0.49
25003,125927.0,0.48,0.47,0.49
25005,563301.0,0.42,0.41,0.42
25007,17430.0,0.33,0.28,0.37
25009,787038.0,0.41,0.41,0.42
25011,70529.0,0.34,0.32,0.35
25013,466647.0,0.41,0.41,0.42
25015,161361.0,0.45,0.44,0.46
25017,1605899.0,0.43,0.42,0.43
25019,11212.0,0.26,0.23,0.28
25021,703740.0,0.44,0.44,0.45
25023,518597.0,0.45,0.45,0.46
25025,801162.0,0.34,0.34,0.35
25027,826655.0,0.43,0.43,0.44
26001,10396.0,,,
26003,9098.0,0.22,0.18,0.25
26005,117104.0,0.26,0.25,0.27
26007,28431.0,0.27,0.26,0.29
26009,23301.0,0.26,0.24,0.29
26011,15013.0,0.29,0.24,0.33
26013,8337.0,0.2,0.17,0.24
26015,61045.0,0.27,0.25,0.28
26017,103506.0,0.31,0.3,0.32
26019,17703.0,0.27,0.24,0.3
26021,153797.0,0.24,0.23,0.25
26023,43428.0,0.23,0.22,0.25
26025,133943.0,0.22,0.21,0.23
26027,51613.0,0.25,0.23,0.27
26029,26197.0,0.27,0.25,0.29
26031,25435.0,0.26,0.23,0.29
26033,37418.0,0.22,0.19,0.24
26035,30655.0,0.22,0.19,0.24
26037,78957.0,0.31,0.3,0.33
26039,13904.0,0.25,0.22,0.29
26041,35874.0,0.22,0.2,0.24
26043,25373.0,0.25,0.22,0.27
26045,109730.0,0.29,0.28,0.3
26047,33175.0,0.28,0.26,0.3
26049,406770.0,0.28,0.28,0.29
26051,25312.0,0.24,0.22,0.27
26053,14715.0,0.22,0.19,0.24
26055,92640.0,0.27,0.25,0.28
26057,40692.0,0.25,0.22,0.27
26059,45707.0,0.28,0.26,0.3
26061,35890.0,0.22,0.2,0.24
26063,31105.0,0.23,0.21,0.26
26065,290923.0,0.32,0.32,0.33
26067,64401.0,0.25,0.24,0.27
26069,25213.0,0.3,0.28,0.33
26071,11099.0,0.23,0.19,0.26
26073,70363.0,0.24,0.23,0.25
26075,158174.0,0.26,0.25,0.26
26077,264322.0,0.29,0.28,0.3
26079,17725.0,0.21,0.18,0.24
26081,652617.0,0.27,0.27,0.28
26083,2102.0,,,
26085,11805.0,0.29,0.24,0.34
26087,87975.0,0.31,0.29,0.32
26089,21649.0,0.31,0.3,0.33
26091,98310.0,0.28,0.27,0.29
26093,190832.0,0.36,0.35,0.37
26095,6286.0,0.17,0.12,0.22
26097,10781.0,0.22,0.17,0.27
26099,870893.0,0.31,0.3,0.31
26101,24539.0,0.24,0.22,0.27
26103,66403.0,0.24,0.23,0.26
26105,29062.0,0.25,0.23,0.27
26107,43481.0,0.25,0.23,0.27
26109,22902.0,0.22,0.18,0.25
26111,83445.0,0.31,0.3,0.33
26113,15075.0,0.25,0.2,0.29
26115,150000.0,0.32,0.31,0.33
26117,63516.0,0.24,0.23,0.26
26119,9270.0,0.23,0.19,0.27
26121,173679.0,0.26,0.26,0.27
26123,48687.0,0.25,0.23,0.27
26125,1255340.0,0.36,0.36,0.36
26127,26545.0,0.24,0.21,0.27
26129,20895.0,0.27,0.24,0.3
26131,5802.0,0.27,0.19,0.34
26133,23323.0,0.22,0.19,0.25
26135,8282.0,0.25,0.21,0.29
26137,24613.0,0.26,0.24,0.29
26139,289162.0,0.28,0.27,0.29
26141,12687.0,0.28,0.24,0.33
26143,23863.0,0.28,0.26,0.3
26145,191166.0,0.26,0.26,0.27
26147,159285.0,0.3,0.29,0.31
26149,60789.0,0.24,0.23,0.26
26151,41179.0,0.26,0.24,0.28
26153,8031.0,0.22,0.16,0.28
26155,68176.0,0.3,0.28,0.31
26157,52683.0,0.26,0.25,0.28
26159,75416.0,0.26,0.24,0.27
26161,368385.0,0.36,0.35,0.37
26163,1753059.0,0.27,0.27,0.28
26165,33433.0,0.22,0.2,0.24
27001,15826.0,0.26,0.23,0.28
27003,353775.0,0.32,0.31,0.32
27005,34227.0,0.23,0.22,0.25
27007,46784.0,0.18,0.17,0.19
27009,40476.0,0.25,0.23,0.28
27011,4974.0,0.19,0.14,0.25
27013,67368.0,0.31,0.3,0.32
27015,25076.0,0.3,0.28,0.32
27017,35709.0,0.28,0.26,0.3
27019,103561.0,0.34,0.33,0.35
27021,29462.0,0.22,0.2,0.23
27023,11876.0,0.23,0.2,0.26
27025,55844.0,0.32,0.3,0.34
27027,64029.0,0.26,0.25,0.28
27029,8872.0,0.17,0.14,0.2
27031,5402.0,0.28,0.24,0.32
27033,11279.0,0.18,0.14,0.21
27035,64775.0,0.23,0.22,0.24
27037,425271.0,0.36,0.36,0.37
27039,20807.0,0.24,0.22,0.27
27041,37820.0,0.24,0.22,0.25
27043,13727.0,0.28,0.24,0.31
27045,21031.0,0.26,0.24,0.28
27047,30465.0,0.29,0.27,0.32
27049,46330.0,0.31,0.29,0.32
27051,5962.0,0.28,0.24,0.32
27053,1255296.0,0.35,0.34,0.35
27055,18670.0,0.25,0.23,0.28
27057,21287.0,0.23,0.21,0.26
27059,40004.0,0.29,0.27,0.32
27061,45180.0,0.27,0.26,0.29
27063,9873.0,0.21,0.18,0.24
27065,16205.0,0.27,0.23,0.3
27067,42909.0,0.26,0.25,0.28
27069,4272.0,0.26,0.2,0.31
27071,12355.0,0.26,0.23,0.29
27073,6645.0,0.21,0.17,0.26
27075,10571.0,0.24,0.22,0.27
27077,3747.0,0.21,0.17,0.26
27079,28425.0,0.3,0.28,0.32
27081,5641.0,0.19,0.1,0.28
27083,25696.0,0.22,0.2,0.24
27085,35788.0,0.29,0.28,0.31
27087,5508.0,0.17,0.13,0.21
27089,9353.0,0.19,0.14,0.23
27091,19737.0,0.2,0.18,0.23
27093,23149.0,0.26,0.23,0.28
27095,25963.0,0.27,0.25,0.3
27097,33119.0,0.24,0.21,0.26
27099,39931.0,0.27,0.25,0.29
27101,8247.0,0.25,0.19,0.31
27103,34176.0,0.3,0.28,0.32
27105,21667.0,0.2,0.17,0.22
27107,6466.0,0.19,0.14,0.23
27109,156446.0,0.28,0.27,0.29
27111,58416.0,0.28,0.26,0.29
27113,14110.0,0.22,0.19,0.24
27115,29254.0,0.25,0.23,0.28
27117,9163.0,0.18,0.14,0.22
27119,31384.0,0.19,0.16,0.21
27121,11107.0,0.22,0.18,0.26
27123,546598.0,0.34,0.33,0.34
27125,4005.0,0.24,0.19,0.28
27127,15193.0,0.23,0.19,0.26
27129,14572.0,0.21,0.18,0.24
27131,66549.0,0.31,0.3,0.33
27133,9386.0,0.19,0.15,0.22
27135,15259.0,0.25,0.22,0.28
27137,199499.0,0.3,0.29,0.31
27139,147201.0,0.36,0.35,0.37
27141,96015.0,0.28,0.27,0.29
27143,14871.0,0.25,0.22,0.28
27145,159788.0,0.28,0.27,0.29
27147,36710.0,0.3,0.28,0.31
27149,9770.0,0.22,0.18,0.25
27151,9329.0,0.24,0.2,0.28
27153,24603.0,0.21,0.19,0.24
27155,3282.0,0.23,0.12,0.34
27157,21564.0,0.28,0.25,0.3
27159,13681.0,0.21,0.19,0.23
27161,18658.0,0.3,0.26,0.33
27163,259072.0,0.37,0.36,0.38
27165,10903.0,0.21,0.17,0.25
27167,6264.0,0.17,0.12,0.22
27169,50744.0,0.29,0.28,0.31
27171,136387.0,0.3,0.29,0.31
27173,9775.0,0.24,0.2,0.28
28001,31103.0,0.26,0.24,0.28
28003,37058.0,0.21,0.19,0.23
