FIPS,total_pop,prop_vaccine_intent,prop_vaccine_intent_lower,prop_vaccine_intent_upper
51143,60867.0,0.24,0.23,0.26
51145,29253.0,0.33,0.31,0.35
51147,22892.0,0.35,0.28,0.43
51149,38292.0,0.24,0.23,0.25
51153,466834.0,0.29,0.28,0.29
51155,34113.0,0.24,0.22,0.26
51157,7360.0,0.34,0.29,0.39
51159,8951.0,0.21,0.18,0.25
51161,94103.0,0.32,0.31,0.33
51163,22728.0,0.3,0.28,0.32
51165,81138.0,0.27,0.26,0.28
51167,26937.0,0.21,0.19,0.23
51169,21761.0,0.24,0.21,0.27
51171,43441.0,0.31,0.29,0.33
51173,30539.0,0.23,0.21,0.25
51175,17829.0,0.33,0.3,0.37
51177,134683.0,0.28,0.27,0.29
51179,150185.0,0.29,0.28,0.3
51181,6459.0,0.25,0.17,0.32
51183,11202.0,0.29,0.25,0.34
51185,41201.0,0.2,0.19,0.22
51187,39888.0,0.32,0.3,0.34
51191,54005.0,0.24,0.22,0.25
51193,17873.0,0.28,0.25,0.31
51195,38032.0,0.19,0.17,0.21
51197,28725.0,0.27,0.24,0.3
51199,68389.0,0.29,0.27,0.3
51510,158309.0,0.35,0.34,0.36
51520,17059.0,0.24,0.22,0.26
51530,6477.0,,,
51540,47217.0,,,
51550,242647.0,0.31,0.31,0.32
51570,17283.0,,,
51580,5653.0,,,
51590,40668.0,,,
51595,5408.0,,,
51600,23312.0,,,
51610,14309.0,0.42,0.4,0.45
51620,8015.0,,,
51630,29059.0,0.27,0.26,0.29
51640,6402.0,,,
51650,135169.0,0.28,0.27,0.29
51660,53558.0,0.29,0.23,0.34
51670,22500.0,,,
51678,7205.0,,,
51680,80970.0,0.3,0.29,0.32
51683,41038.0,0.3,0.29,0.31
51685,17548.0,,,
51690,12646.0,,,
51700,179582.0,0.26,0.25,0.27
51710,244300.0,0.26,0.26,0.27
51720,3969.0,,,
51730,30791.0,,,
51735,12121.0,0.29,0.26,0.32
51740,94961.0,0.27,0.26,0.28
51750,17833.0,0.23,0.16,0.29
51760,229233.0,0.31,0.31,0.32
51770,99122.0,0.27,0.26,0.28
51775,25290.0,,,
51790,24660.0,,,
51800,91383.0,0.29,0.28,0.3
51810,450882.0,0.33,0.33,0.34
51820,22300.0,,,
51830,15034.0,,,
51840,27912.0,0.34,0.33,0.35
53001,19702.0,0.19,0.16,0.22
53003,22636.0,0.2,0.18,0.22
53005,200715.0,0.31,0.3,0.31
53007,76653.0,0.26,0.25,0.27
53009,76482.0,0.28,0.27,0.29
53011,481950.0,0.33,0.33,0.34
53013,4024.0,0.26,0.21,0.32
53015,108399.0,0.31,0.3,0.32
53017,42520.0,0.24,0.23,0.26
53019,7643.0,0.22,0.18,0.26
53021,93681.0,0.28,0.27,0.29
53023,2258.0,0.29,0.23,0.35
53025,96648.0,0.2,0.19,0.21
53027,73769.0,0.26,0.25,0.27
53029,84187.0,0.33,0.32,0.34
53031,31825.0,0.35,0.33,0.37
53033,2225064.0,0.36,0.36,0.36
53035,268945.0,0.28,0.28,0.29
53037,47097.0,0.3,0.28,0.31
53039,22055.0,0.28,0.25,0.31
53041,79430.0,0.29,0.28,0.31
53043,10732.0,0.26,0.22,0.3
53045,65326.0,0.29,0.28,0.31
53047,42080.0,0.22,0.21,0.24
53049,22121.0,0.21,0.19,0.22
53051,13588.0,0.25,0.23,0.28
53053,891862.0,0.29,0.29,0.29
53055,16953.0,0.33,0.3,0.35
53057,127442.0,0.34,0.33,0.35
53059,11906.0,0.27,0.23,0.3
53061,811572.0,0.37,0.37,0.37
53063,513402.0,0.3,0.29,0.3
53065,45233.0,0.23,0.21,0.25
53067,284698.0,0.33,0.32,0.33
53069,4318.0,0.23,0.16,0.29
53071,60785.0,0.27,0.25,0.28
53073,224538.0,0.35,0.34,0.36
53075,49577.0,0.28,0.27,0.3
53077,250649.0,0.26,0.25,0.27
54001,16543.0,0.23,0.2,0.27
54003,117615.0,0.27,0.26,0.28
54005,21897.0,0.24,0.21,0.28
54007,14032.0,0.28,0.23,0.34
54009,22162.0,0.28,0.24,0.31
54011,93328.0,0.26,0.24,0.27
54013,7185.0,0.26,0.18,0.34
54015,8599.0,0.2,0.12,0.29
54017,8499.0,0.23,0.19,0.27
54019,43087.0,0.24,0.21,0.26
54021,7970.0,0.2,0.13,0.26
54023,11565.0,0.18,0.14,0.22
54025,34893.0,0.25,0.23,0.27
54027,23304.0,0.26,0.22,0.29
54029,29118.0,0.25,0.23,0.27
54031,13789.0,0.24,0.21,0.26
54033,67620.0,0.28,0.27,0.29
54035,28793.0,0.24,0.21,0.27
54037,56922.0,0.29,0.28,0.3
54039,181014.0,0.28,0.27,0.28
54041,16024.0,0.2,0.17,0.22
54043,20617.0,0.22,0.19,0.24
54045,32593.0,0.21,0.19,0.23
54047,18083.0,,,
54049,56233.0,0.26,0.25,0.27
54051,30900.0,0.25,0.22,0.27
54053,26700.0,0.21,0.18,0.23
54055,59370.0,0.27,0.26,0.29
54057,27047.0,0.25,0.22,0.28
54059,23808.0,0.19,0.16,0.22
54061,106196.0,0.31,0.3,0.32
54063,13344.0,0.3,0.23,0.36
54065,17800.0,0.22,0.2,0.24
54067,24857.0,0.25,0.22,0.28
54069,41875.0,0.32,0.3,0.33
54071,6968.0,0.23,0.18,0.28
54073,7457.0,0.24,0.18,0.29
54075,8382.0,0.22,0.17,0.27
54077,33610.0,0.23,0.21,0.26
54079,56604.0,0.28,0.27,0.3
54081,74452.0,0.28,0.26,0.29
54083,28763.0,0.22,0.2,0.24
54085,9747.0,0.21,0.17,0.25
54087,13831.0,0.24,0.19,0.28
54089,12710.0,0.23,0.18,0.29
54091,16817.0,0.23,0.2,0.26
54093,6943.0,0.25,0.21,0.29
54095,8736.0,0.25,0.18,0.32
54097,24451.0,0.23,0.21,0.25
54099,39952.0,0.24,0.22,0.27
54101,8289.0,0.22,0.17,0.28
54103,15291.0,0.29,0.25,0.34
54105,5764.0,0.22,0.13,0.3
54107,84387.0,0.29,0.28,0.3
54109,20890.0,0.23,0.19,0.26
55001,20208.0,0.24,0.22,0.26
55003,15524.0,0.28,0.25,0.3
55005,45182.0,0.23,0.21,0.24
55007,15088.0,0.29,0.25,0.32
55009,262559.0,0.29,0.29,0.3
55011,13087.0,0.23,0.2,0.27
55013,15363.0,0.25,0.23,0.28
55015,50005.0,0.32,0.31,0.33
55017,64175.0,0.28,0.26,0.29
55019,34668.0,0.21,0.18,0.24
55021,57331.0,0.27,0.26,0.29
55023,16155.0,0.23,0.2,0.26
55025,542459.0,0.36,0.35,0.36
55027,87569.0,0.29,0.28,0.31
55029,27621.0,0.25,0.23,0.27
55031,43497.0,0.3,0.28,0.32
55033,45029.0,0.26,0.24,0.28
55035,104132.0,0.29,0.28,0.3
55037,4312.0,0.21,0.13,0.29
55039,102654.0,0.27,0.25,0.28
55041,9003.0,0.18,0.14,0.22
55043,51570.0,0.24,0.22,0.26
55045,36790.0,0.29,0.26,0.31
55047,18807.0,0.22,0.18,0.26
55049,23632.0,0.29,0.26,0.32
55051,5679.0,0.33,0.27,0.4
55053,20556.0,0.25,0.22,0.28
55055,84837.0,0.29,0.28,0.31
55057,26603.0,0.25,0.22,0.27
55059,168998.0,0.29,0.28,0.3
55061,20398.0,0.27,0.23,0.3
55063,118168.0,0.27,0.26,0.28
55065,16682.0,0.23,0.19,0.26
55067,19167.0,0.24,0.21,0.26
55069,27687.0,0.25,0.23,0.27
55071,78977.0,0.28,0.27,0.3
55073,135485.0,0.28,0.27,0.3
55075,40312.0,0.25,0.23,0.27
55077,15380.0,0.24,0.22,0.27
55078,4566.0,0.32,0.25,0.38
55079,949180.0,0.3,0.29,0.3
55081,46155.0,0.25,0.23,0.26
55083,37870.0,0.23,0.21,0.25
55085,35480.0,0.27,0.25,0.28
55087,186829.0,0.33,0.32,0.34
55089,89179.0,0.36,0.34,0.37
55091,7261.0,0.22,0.18,0.26
55093,42336.0,0.32,0.3,0.34
55095,43549.0,0.26,0.24,0.28
55097,70822.0,0.3,0.28,0.31
55099,13351.0,0.23,0.19,0.26
55101,195859.0,0.29,0.28,0.3
55103,17408.0,0.22,0.19,0.25
55105,162532.0,0.28,0.27,0.29
55107,14074.0,0.22,0.19,0.25
55109,89702.0,0.3,0.29,0.31
55111,64152.0,0.27,0.26,0.29
55113,16477.0,0.26,0.24,0.28
55115,40813.0,0.24,0.23,0.26
55117,115152.0,0.29,0.28,0.3
55119,20320.0,0.25,0.22,0.28
55121,29525.0,0.24,0.22,0.26
55123,30759.0,0.25,0.23,0.27
55125,21923.0,0.24,0.22,0.26
55127,103391.0,0.3,0.29,0.31
55129,15726.0,0.25,0.22,0.28
55131,135529.0,0.3,0.29,0.31
55133,402637.0,0.33,0.33,0.34
55135,50997.0,0.26,0.25,0.28
55137,24256.0,0.24,0.22,0.26
55139,170924.0,0.34,0.33,0.35
55141,72892.0,0.28,0.27,0.3
56001,38664.0,0.25,0.24,0.27
56003,11809.0,0.14,0.11,0.17
56005,46958.0,0.15,0.14,0.16
56007,15073.0,0.17,0.15,0.19
56009,13842.0,0.17,0.14,0.19
56011,7502.0,0.12,0.09,0.15
56013,39711.0,0.14,0.13,0.16
56015,13301.0,0.16,0.13,0.19
56017,4550.0,0.16,0.12,0.2
56019,8518.0,0.16,0.13,0.19
56021,99272.0,0.2,0.19,0.21
56023,19640.0,0.16,0.13,0.18
56025,80067.0,0.2,0.19,0.21
56027,2377.0,0.13,0.06,0.2
56029,29273.0,0.2,0.18,0.22
56031,8572.0,0.13,0.1,0.16
56033,30397.0,0.17,0.16,0.19
56035,9865.0,0.19,0.15,0.23
56037,43352.0,0.19,0.18,0.2
56039,23356.0,0.28,0.25,0.3
56041,20374.0,0.15,0.11,0.18
56043,7933.0,0.12,0.09,0.14
56045,6942.0,0.15,0.11,0.18
72001,17614.0,,,
72003,37307.0,,,
72005,51552.0,,,
72007,25298.0,,,
72009,22545.0,,,
72011,26555.0,,,
72013,83682.0,,,
72015,17502.0,,,
72017,23913.0,,,
72019,28026.0,,,
72021,173695.0,,,
72023,47977.0,,,
72025,126734.0,,,
72027,31066.0,,,
72029,45120.0,,,
72031,150378.0,,,
72033,23698.0,,,
72035,43126.0,,,
72037,11207.0,,,
72039,16188.0,,,
72041,38977.0,,,
72043,38603.0,,,
72045,18942.0,,,
72047,32928.0,,,
72049,1371.0,,,
72051,36475.0,,,
72053,30263.0,,,
72054,11513.0,,,
72055,15825.0,,,
72057,40198.0,,,
72059,18080.0,,,
72061,85312.0,,,
72063,46948.0,,,
72065,39561.0,,,
72067,15731.0,,,
72069,51586.0,,,
72071,41084.0,,,
72073,14239.0,,,
72075,45414.0,,,
72077,38471.0,,,
72079,22391.0,,,
72081,24945.0,,,
72083,8131.0,,,
72085,37233.0,,,
72087,25164.0,,,
72089,17924.0,,,
72091,38062.0,,,
72093,5900.0,,,
72095,10568.0,,,
72097,73336.0,,,
72099,35547.0,,,
72101,30652.0,,,
72103,25931.0,,,
72105,27719.0,,,
72107,20608.0,,,
72109,16591.0,,,
72111,19797.0,,,
72113,135674.0,,,
72115,23261.0,,,
72117,13849.0,,,
72119,48828.0,,,
72121,22140.0,,,
72123,27638.0,,,
72125,30811.0,,,
72127,326953.0,,,
72129,36586.0,,,
72131,36292.0,,,
72133,21474.0,,,
72135,72450.0,,,
72137,76008.0,,,
72139,65011.0,,,
72141,28041.0,,,
72143,36559.0,,,
72145,51089.0,,,
72147,8508.0,,,
72149,21899.0,,,
72151,32867.0,,,
72153,34501.0,,,
2701,,,,
2702,,,,
2703,,,,
2704,,,,
2705,,,,
2706,,,,
2707,,,,
2708,,,,
2709,,,,
2710,,,,
2711,,,,
2712,,,,
2713,,,,
2714,,,,
2715,,,,
2716,,,,
2717,,,,
2718,,,,
2719,,,,
2720,,,,
2721,,,,
2722,,,,
2723,,,,
2724,,,,
2725,,,,
2726,,,,
2727,,,,
2728,,,,
2729,,,,
2730,,,,
2731,,,,
2732,,,,
2733,,,,
2734,,,,
2735,,,,
2736,,,,
2737,,,,
2738,,,,
2739,,,,
2740,,,,
2799,,,,
23099,,,,
44099,,,,
